id,sales_amt,qty,discount,profit_amt,order.order_id,order.ship_mode,order.order_status,order.order_purchase_date,order.order_approved_at,order.order_delivered_carrier_date,order.order_delivered_customer_date,order.order_estimated_delivery_date,order.customer.customer_id,order.customer.customer_name,order.customer.segment,order.customer.contact_number,order.customer.address.zip_code,order.customer.address.region,order.customer.address.country,order.customer.address.city,order.customer.address.state,order.vendor.VendorID,order.vendor.Vendor Name,product.product_id,product.product_name,product.colors,product.category,product.sub_category,product.date_added,product.manufacturer,product.sizes,product.upc,product.weight,product.product_photos_qty
8425,600.558,3,0.3,-8.5794,CA-2017-150091,Standard Class,delivered,2018-01-10 11:22:00,2018-01-10 11:33,2018-01-15 16:24,2018-02-07 14:13,2018-02-21,NP-18670,Nora Paige,Consumer,+1 505-644-2616,97301,West,United States,salem,oregon,VEN04,Johnsons Logistics,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Black,Furniture,Chairs,2015-11-16,Qianyuyu,null,null,499 g,2
6535,617.7,6,0.5,-407.682,CA-2014-128209,Standard Class,delivered,2018-06-30 12:14:00,2018-07-05 16:27,2018-07-03 10:18,2018-07-11 14:52,2018-08-01,GT-14710,Greg Tran,Consumer,+1 582-333-5365,78745,Central,United States,austin,texas,VEN02,Seaborne Ltd.,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Black,Furniture,Tables,2016-10-05,Lauren Ralph Lauren,null,890000000000,null,0
8681,2.388,2,0.7,-1.8308,CA-2016-143805,Second Class,delivered,2018-04-10 19:29:00,2018-04-10 20:30,2018-04-13 22:25,2018-04-23 18:50,2018-05-18,JD-15895,Jonathan Doherty,Corporate,+1 310-803-7619,98103,West,United States,seattle,washington,VEN02,Seaborne Ltd.,OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",Black,Office Supplies,Binders,2016-01-02,null,null,null,null,5
6468,243.992,7,0.2,30.499,CA-2016-163804,Standard Class,delivered,2017-07-31 19:14:00,2017-07-31 19:25,2017-08-01 18:22,2017-08-23 19:05,2017-08-22,DB-13270,Deborah Brumfield,Home Office,+1 216-823-8756,75220,Central,United States,dallas,texas,VEN03,Voyage Enterprises,OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",Black,Office Supplies,Storage,2016-03-30,null,null,null,null,2
950,81.424,2,0.2,-9.1602,US-2017-110576,Standard Class,delivered,2018-05-04 09:02:00,2018-05-04 09:15,2018-05-09 07:46,2018-05-19 12:48,2018-06-08,RB-19795,Ross Baird,Home Office,380 281 161,90036,West,United States,los angeles,california,VEN02,Seaborne Ltd.,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Blue,Furniture,Chairs,2017-01-09,Sanuk,"10,7,9,8,11,12",737000000000,null,3
3629,238.56,3,0.0,26.2416,CA-2014-169726,Standard Class,delivered,2018-01-16 16:43:00,2018-01-16 16:55,2018-01-17 23:48,2018-02-05 13:07,2018-02-09,JH-15985,Joseph Holt,Consumer,+1 518-230-5699,73120,Central,United States,oklahoma city,oklahoma,VEN03,Voyage Enterprises,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Pink,Furniture,Furnishings,2017-01-27,California Costumes,3XL,19519075928,null,0
3044,59.97,5,0.4,-11.994,CA-2017-149559,Same Day,delivered,2018-01-04 11:47:00,2018-01-04 11:55,2018-01-05 13:52,2018-02-10 01:32,2018-02-07,KF-16285,Karen Ferguson,Home Office,+1 231-747-3480,93727,West,United States,fresno,california,VEN01,Velocity Logistics,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Blue,Technology,Phones,2016-10-05,Dan Post,"6 M,6.5 M",679000000000,null,2
8169,78.304,2,0.2,29.364,CA-2017-107174,Standard Class,delivered,2018-08-22 00:07:00,2018-08-22 00:24,2018-08-22 10:32,2018-08-28 15:03,2018-09-03,AB-10060,Adam Bellavance,Home Office,+1 206-431-9519,85204,West,United States,mesa,arizona,VEN02,Seaborne Ltd.,OFF-PA-10002377,Xerox 1916,Blue,Office Supplies,Paper,2016-11-15,Caterpillar,null,44208982942,null,0
9616,21.456,9,0.2,6.9732,CA-2014-128524,First Class,delivered,2017-09-13 00:46:00,2017-09-13 01:04,2017-09-13 21:35,2017-09-14 18:32,2017-09-25,MZ-17515,Mary Zewe,Corporate,+1 323-968-9545,20877,East,United States,gaithersburg,maryland,VEN01,Velocity Logistics,OFF-FA-10002780,Staples,Blue,Office Supplies,Fasteners,2017-01-27,Static Footwear,null,641000000000,null,4
3151,20.04,3,0.0,9.6192,CA-2015-147830,First Class,delivered,2017-03-30 13:34:00,2017-03-30 13:45,2017-03-31 09:59,2017-04-15 13:22,2017-04-19,NF-18385,Natalie Fritzler,Consumer,+1 248-585-5184,21044,East,United States,columbia,maryland,VEN02,Seaborne Ltd.,OFF-PA-10001804,Xerox 195,Pink,Office Supplies,Paper,2017-01-16,null,"10,5.5,7,6,9,8",889000000000,null,0
9491,35.44,1,0.0,16.6568,CA-2017-111738,Standard Class,delivered,2017-08-19 21:23:00,2017-08-19 21:44,2017-08-21 21:42,2017-09-27 16:38,2017-09-21,CM-12385,Christopher Martinez,Consumer,+1 219-879-8323,39503,South,United States,gulfport,mississippi,VEN02,Seaborne Ltd.,OFF-PA-10001736,Xerox 1880,Pink,Office Supplies,Paper,2016-03-20,null,"8,8.5,9,9.5,10,10.5,11,11.5,12,13",null,null,3
5919,11.52,4,0.0,3.456,US-2015-126977,Standard Class,delivered,2018-06-16 18:31:00,2018-06-16 18:57,2018-06-19 15:10,2018-06-21 17:48,2018-06-29,PF-19120,Peter Fuller,Consumer,+1 505-927-6698,74012,Central,United States,broken arrow,oklahoma,VEN03,Voyage Enterprises,OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",Black,Office Supplies,Art,2016-03-03,null,null,null,null,0
6880,4.02,2,0.0,1.9698,CA-2015-137113,Second Class,delivered,2017-10-06 08:32:00,2017-10-06 08:49,2017-10-09 10:10,2017-10-13 16:09,2017-10-30,TW-21025,Tamara Willingham,Home Office,02128388643,90004,West,United States,los angeles,california,VEN01,Velocity Logistics,OFF-FA-10002988,Ideal Clamps,Black,Office Supplies,Fasteners,2016-03-22,null,10.5-11,null,null,0
3771,76.176,3,0.2,26.6616,CA-2016-155530,Standard Class,delivered,2018-02-16 20:00:00,2018-02-16 20:10,2018-02-20 22:57,2018-02-26 17:04,2018-03-13,CM-12160,Charles McCrossin,Consumer,+1 216-487-4001,54703,Central,United States,eau claire,wisconsin,VEN02,Seaborne Ltd.,OFF-BI-10004781,GBC Wire Binding Strips,Black,Office Supplies,Binders,2016-02-17,null,10,888000000000,null,0
8270,65.88,6,0.0,18.4464,CA-2017-121790,Standard Class,delivered,2018-03-11 14:54:00,2018-03-11 15:08,2018-03-12 23:08,2018-03-16 17:38,2018-03-22,LP-17095,Liz Preis,Consumer,+1 582-262-9750,44052,East,United States,lorain,ohio,VEN03,Voyage Enterprises,OFF-SU-10001218,Fiskars Softgrip Scissors,Blue,Office Supplies,Supplies,2016-03-12,null,null,null,null,5
245,43.12,14,0.0,20.6976,CA-2014-131926,Second Class,delivered,2018-01-06 09:45:00,2018-01-09 07:21,2018-01-10 18:09,2018-01-13 02:22,2018-01-31,DW-13480,Dianna Wilson,Home Office,+1 223-832-8109,48227,Central,United States,detroit,michigan,VEN05,Seahawk Logistics,FUR-FU-10001706,Longer-Life Soft White Bulbs,Blue,Furniture,Furnishings,2016-11-15,Brianna Leigh,"5.5,10,9.5,5,7.5,9",null,null,0
5757,82.8,2,0.2,10.35,CA-2014-163748,Standard Class,delivered,2018-03-16 21:34:00,2018-03-16 21:50,2018-03-21 19:22,2018-04-02 22:38,2018-04-23,HG-15025,Hunter Glantz,Consumer,+1 505-644-0045,10035,East,United States,new york city,new york,VEN02,Seaborne Ltd.,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Blue,Furniture,Furnishings,2016-04-14,null,null,155000000000,null,2
6528,8.82,3,0.0,2.3814,CA-2016-157791,Second Class,delivered,2018-05-14 11:04:00,2018-05-15 04:35,2018-05-15 16:22,2018-05-21 20:32,2018-06-04,CA-11965,Carol Adams,Corporate,+1 205-610-6733,28205,South,United States,charlotte,north carolina,VEN05,Seahawk Logistics,OFF-AR-10000940,Newell 343,Blue,Office Supplies,Art,2016-11-04,PleaserUSA,null,885000000000,null,2
807,10.86,3,0.0,5.1042,CA-2014-134313,Standard Class,delivered,2018-03-03 09:11:00,2018-03-06 03:55,2018-03-09 17:07,2018-03-21 16:12,2018-03-29,RA-19915,Russell Applegate,Consumer,+1 319-802-2390,19143,East,United States,philadelphia,pennsylvania,VEN01,Velocity Logistics,OFF-EN-10004030,Convenience Packs of Business Envelopes,Blue,Office Supplies,Envelopes,2016-03-11,null,null,null,null,0
1445,143.7,3,0.0,68.976,CA-2016-133725,Standard Class,delivered,2017-10-25 14:39:00,2017-10-27 03:07,2017-10-27 18:10,2017-11-03 18:41,2017-11-13,KL-16645,Ken Lonsdale,Consumer,+1 582-333-4082,17602,East,United States,lancaster,pennsylvania,VEN04,Johnsons Logistics,OFF-PA-10004327,Xerox 1911,Blue,Office Supplies,Paper,2016-03-09,null,null,null,null,0
2661,839.43,3,0.0,218.2518,CA-2017-123372,Standard Class,delivered,2018-05-07 20:42:00,2018-05-07 20:55,2018-05-14 10:35,2018-06-02 10:06,2018-06-18,DG-13300,Deirdre Greer,Corporate,+1 582-333-4392,10024,East,United States,new york city,new york,VEN02,Seaborne Ltd.,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Blue,Office Supplies,Appliances,2015-11-06,Rctech,null,null,null,3
5302,671.93,7,0.0,20.1579,CA-2016-113831,Standard Class,delivered,2018-06-11 07:27:00,2018-06-12 04:35,2018-06-13 13:32,2018-07-13 15:08,2018-07-13,AH-10690,Anna Häberlin,Corporate,+1 440-299-3239,46142,Central,United States,greenwood,indiana,VEN04,Johnsons Logistics,OFF-ST-10003656,Safco Industrial Wire Shelving,Blue,Office Supplies,Storage,2016-10-05,Reef,"9,8",882000000000,null,0
150,93.888,4,0.2,12.9096,CA-2016-114489,Standard Class,delivered,2018-04-25 21:31:00,2018-04-26 19:15,2018-04-27 11:44,2018-05-05 11:47,2018-05-14,JE-16165,Justin Ellison,Corporate,+1 319-826-4037,60653,Central,United States,chicago,illinois,VEN02,Seaborne Ltd.,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",Blue,Furniture,Furnishings,2016-07-26,null,null,null,null,8
1220,384.45,11,0.0,103.8015,US-2017-118087,Standard Class,delivered,2018-03-20 18:12:00,2018-03-20 18:28,2018-03-21 21:05,2018-04-21 16:51,2018-04-06,SP-20620,Stefania Perrino,Corporate,+1 505-644-2779,23666,South,United States,hampton,virginia,VEN04,Johnsons Logistics,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,Blue,Technology,Phones,2016-04-08,null,null,799000000000,null,0
1702,149.97,3,0.0,5.9988,CA-2015-114069,Second Class,delivered,2017-10-12 10:06:00,2017-10-12 10:21,2017-10-26 20:33,2017-10-31 23:23,2017-11-07,ND-18370,Natalie DeCherney,Consumer,+1 582-333-4667,47201,Central,United States,columbus,indiana,VEN03,Voyage Enterprises,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,Pink,Technology,Phones,2016-03-04,null,13,91206370677,null,0
911,1951.84,8,0.0,585.552,CA-2017-137596,Standard Class,delivered,2017-10-26 22:54:00,2017-10-26 23:06,2017-10-27 18:49,2017-10-31 21:28,2017-11-14,BE-11335,Bill Eplett,Home Office,+1 239-587-8191,70506,South,United States,lafayette,louisiana,VEN01,Velocity Logistics,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Pink,Furniture,Chairs,2016-11-04,null,"10,7,6,9,8",664000000000,null,2
8891,171.55,5,0.0,80.6285,CA-2016-147256,Second Class,delivered,2017-06-29 21:52:00,2017-06-29 22:05,2017-06-30 14:19,2017-07-13 18:13,2017-07-21,FC-14245,Frank Carlisle,Home Office,+1 582-300-9631,1841,East,United States,lawrence,masachusets,VEN05,Seahawk Logistics,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Blue,Office Supplies,Binders,2017-01-19,null,null,843000000000,null,3
9948,157.92,5,0.2,17.766,CA-2017-121559,Second Class,delivered,2017-08-01 18:44:00,2017-08-01 18:55,2017-08-03 18:32,2017-08-08 20:33,2017-08-21,HW-14935,Helen Wasserman,Corporate,+1 582-500-2418,90049,West,United States,los angeles,california,VEN03,Voyage Enterprises,OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Blue,Office Supplies,Appliances,2016-02-14,null,null,null,null,3
2768,203.184,2,0.2,15.2388,CA-2017-167752,First Class,delivered,2018-07-23 20:42:00,2018-07-24 10:31,2018-07-24 09:34,2018-08-03 19:03,2018-08-24,RW-19690,Robert Waldorf,Consumer,+1 212-815-9263,98103,West,United States,seattle,washington,VEN03,Voyage Enterprises,TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded Headset,Blue,Technology,Phones,2015-11-09,null,null,null,null,3
2710,58.38,7,0.0,26.271,CA-2015-121797,Standard Class,delivered,2018-03-04 17:37:00,2018-03-04 17:50,2018-03-05 19:12,2018-04-03 21:58,2018-03-26,CC-12145,Charles Crestani,Consumer,+1 203-812-9980,77041,Central,United States,houston,texas,VEN02,Seaborne Ltd.,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,Blue,Office Supplies,Paper,2017-01-12,John Varvatos,8,887000000000,null,0
3299,105.52,4,0.0,48.5392,CA-2017-136308,Same Day,delivered,2018-04-15 20:44:00,2018-04-15 20:55,2018-04-18 17:04,2018-04-26 15:44,2018-05-16,MW-18235,Mitch Willingham,Corporate,+1 214-827-5859,10024,East,United States,new york city,new york,VEN05,Seahawk Logistics,OFF-PA-10002254,Xerox 1883,Blue,Office Supplies,Paper,2016-01-02,null,null,null,null,0
6882,80.88,6,0.0,21.0288,CA-2015-137113,Second Class,delivered,2017-10-06 08:32:00,2017-10-06 08:49,2017-10-09 10:10,2017-10-13 16:09,2017-10-30,TW-21025,Tamara Willingham,Home Office,02128388643,90004,West,United States,los angeles,california,VEN01,Velocity Logistics,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",Blue,Office Supplies,Storage,2016-11-01,PleaserUSA,null,885000000000,null,2
4992,6.63,3,0.0,1.7901,US-2017-122714,Standard Class,delivered,2017-04-29 21:36:00,2017-04-29 21:45,2017-05-02 16:04,2017-05-24 05:19,2017-06-06,HG-14965,Henry Goldwyn,Corporate,+1 520-258-2422,92037,West,United States,san diego,california,VEN01,Velocity Logistics,OFF-AR-10001547,Newell 311,Blue,Office Supplies,Art,2016-10-28,MIA,null,888000000000,null,0
7510,457.568,2,0.2,51.4764,US-2017-161935,Standard Class,delivered,2018-01-31 12:49:00,2018-01-31 14:30,2018-02-06 15:42,2018-02-16 15:58,2018-03-05,JL-15835,John Lee,Consumer,+1 512-926-2841,90301,West,United States,inglewood,california,VEN02,Seaborne Ltd.,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Black,Furniture,Chairs,2015-11-16,Qianyuyu,null,null,499 g,2
2549,14.62,2,0.0,6.8714,US-2015-128090,Standard Class,delivered,2017-06-07 13:22:00,2017-06-07 13:35,2017-06-13 10:27,2017-06-19 11:34,2017-06-30,JM-15865,John Murray,Consumer,+1 582-333-5502,8360,East,United States,vineland,new jersey,VEN02,Seaborne Ltd.,OFF-LA-10002475,Avery 519,Blue,Office Supplies,Labels,2016-06-20,null,null,887000000000,null,3
7133,944.93,7,0.0,236.2325,CA-2017-141439,Standard Class,delivered,2017-06-19 01:27:00,2017-06-19 01:45,2017-06-19 20:52,2017-06-24 12:41,2017-07-07,TT-21460,Tonja Turnell,Home Office,05033941688,44105,East,United States,cleveland,ohio,VEN05,Seahawk Logistics,TEC-PH-10004536,Avaya 5420 Digital phone,Blue,Technology,Phones,2017-01-27,New Balance,"8.5,13",890000000000,null,2
8994,5.98,1,0.0,2.691,CA-2017-159100,Standard Class,delivered,2018-07-03 14:25:00,2018-07-05 16:40,2018-07-05 10:24,2018-07-10 13:23,2018-08-03,VP-21760,Victoria Pisteka,Corporate,+1 240-795-1858,78207,Central,United States,san antonio,texas,VEN03,Voyage Enterprises,OFF-PA-10002751,Xerox 1920,Blue,Office Supplies,Paper,2016-01-02,null,null,null,null,0
7847,54.384,2,0.2,1.3596,CA-2015-125976,Standard Class,delivered,2018-07-26 16:11:00,2018-07-27 16:10,2018-07-30 11:41,2018-08-07 16:27,2018-08-24,JK-15205,Jamie Kunitz,Consumer,+1 312-761-1984,77070,Central,United States,houston,texas,VEN03,Voyage Enterprises,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,Black,Technology,Accessories,2016-04-12,null,10,666000000000,null,0
7330,28.4,5,0.0,13.348,US-2014-131275,Standard Class,delivered,2018-05-10 00:20:00,2018-05-10 00:34,2018-05-15 16:18,2018-05-18 22:42,2018-05-29,SC-20050,Sample Company A,Home Office,+1 209-492-1564,16602,East,United States,altoona,pennsylvania,VEN04,Johnsons Logistics,OFF-EN-10001990,Staple envelope,Black,Office Supplies,Envelopes,2016-04-07,null,13,887000000000,null,0
1434,27.68,2,0.2,9.688,CA-2014-120768,Second Class,delivered,2018-06-01 16:22:00,2018-06-01 16:35,2018-06-04 13:54,2018-06-05 18:32,2018-06-26,IM-15070,Irene Maddox,Consumer,+1 505-919-7386,94109,West,United States,san francisco,california,VEN02,Seaborne Ltd.,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,Black,Office Supplies,Binders,2016-03-27,null,null,19519084777,1.0 lbs,0
4429,9.936,3,0.2,2.7324,CA-2017-119452,Standard Class,delivered,2017-09-06 21:01:00,2017-09-06 21:10,2017-09-08 20:09,2017-09-14 16:00,2017-09-25,CL-12565,Clay Ludtke,Consumer,+1 582-282-9166,6708,East,United States,waterbury,connecticut,VEN03,Voyage Enterprises,OFF-AR-10004441,BIC Brite Liner Highlighters,Black,Office Supplies,Art,2017-01-27,null,null,687000000000,null,2
2535,8159.952,8,0.4,-1359.992,US-2017-117723,Second Class,delivered,2017-12-11 23:18:00,2017-12-12 00:05,2017-12-12 22:37,2017-12-13 12:57,2017-12-28,DL-13495,Dionis Lloyd,Corporate,+1 308-715-4254,10035,East,United States,new york city,new york,VEN02,Seaborne Ltd.,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,Black,Technology,Machines,2016-03-26,null,null,null,null,0
4056,275.928,3,0.2,-58.6347,CA-2014-122931,Standard Class,delivered,2018-03-12 14:41:00,2018-03-12 15:37,2018-03-13 19:57,2018-03-14 21:22,2018-03-22,SM-20950,Suzanne McNair,Corporate,+1 201-871-6501,10024,East,United States,new york city,new york,VEN03,Voyage Enterprises,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,Blue,Office Supplies,Storage,2016-10-05,Cole Haan,null,889000000000,null,3
5186,1740.06,9,0.3,-24.858,CA-2015-134719,Standard Class,delivered,2018-05-17 14:28:00,2018-05-18 05:16,2018-05-18 14:02,2018-06-06 15:22,2018-06-12,JD-15790,John Dryer,Consumer,+1 505-644-8848,40214,South,United States,louisville,kentucky,VEN04,Johnsons Logistics,FUR-CH-10004287,SAFCO Arco Folding Chair,Pink,Furniture,Chairs,2016-08-29,DiamondBack,null,null,1 Kg,0
3152,32.064,6,0.2,6.8136,CA-2015-147830,First Class,delivered,2017-03-30 13:34:00,2017-03-30 13:45,2017-03-31 09:59,2017-04-15 13:22,2017-04-19,NF-18385,Natalie Fritzler,Consumer,+1 248-585-5184,21044,East,United States,columbia,maryland,VEN02,Seaborne Ltd.,OFF-AR-10002656,Sanford Liquid Accent Highlighters,Blue,Office Supplies,Art,2016-11-07,Beacon,7,759000000000,null,0
8800,177.98,5,0.8,-453.849,CA-2014-116666,First Class,delivered,2018-08-13 20:25:00,2018-08-13 20:44,2018-08-21 14:14,2018-08-25 16:58,2018-09-14,KT-16480,Kean Thornton,Consumer,+1 217-653-2621,10009,East,United States,new york city,new york,VEN03,Voyage Enterprises,OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,Blue,Office Supplies,Appliances,2016-11-01,Deer Stags,null,703000000000,null,0
393,143.976,3,0.2,8.9985,US-2014-135972,Second Class,delivered,2017-05-19 15:09:00,2017-05-19 15:22,2017-05-25 08:43,2017-05-29 15:49,2017-06-14,JG-15115,Jack Garza,Consumer,+1 209-982-0055,90049,West,United States,los angeles,california,VEN02,Seaborne Ltd.,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,Black,Technology,Phones,2016-03-11,null,null,null,null,0
3385,20.94,3,0.0,9.8418,CA-2015-130659,Second Class,delivered,2017-08-04 15:24:00,2017-08-05 03:03,2017-08-09 17:14,2017-08-15 20:18,2017-08-31,MS-17365,Maribeth Schnelling,Consumer,+1 582-222-2985,37604,South,United States,johnson city,tennessee,VEN01,Velocity Logistics,OFF-PA-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Pink,Office Supplies,Paper,2017-01-23,Badgley Mischka,9,750000000000,null,0
1897,110.96,2,0.0,53.2608,CA-2017-141789,First Class,delivered,2018-03-23 16:08:00,2018-03-27 04:08,2018-03-29 22:38,2018-04-15 16:51,2018-04-12,AC-10450,Amy Cox,Consumer,208-806-6664,10035,East,United States,new york city,new york,VEN03,Voyage Enterprises,OFF-PA-10001144,Xerox 1913,Blue,Office Supplies,Paper,2016-03-04,null,null,881000000000,null,2
4861,340.144,7,0.2,21.259,CA-2016-101546,Standard Class,delivered,2017-11-06 21:34:00,2017-11-07 05:32,2017-11-07 13:39,2017-11-18 15:59,2017-11-27,GK-14620,Grace Kelly,Corporate,+1 505-606-3319,78745,Central,United States,austin,texas,VEN02,Seaborne Ltd.,FUR-CH-10003817,"Global Value Steno Chair, Gray",Blue,Furniture,Chairs,2017-01-14,Comfy Feet LLC,"2x,Xl",698000000000,null,2
9034,52.448,2,0.8,-131.12,CA-2014-152268,Standard Class,delivered,2017-05-18 23:45:00,2017-05-19 01:25,2017-05-19 20:34,2017-05-29 11:48,2017-06-09,SC-20095,Sanjit Chand,Consumer,+1 216-873-5046,90036,West,United States,los angeles,california,VEN04,Johnsons Logistics,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Blue,Office Supplies,Appliances,2016-02-02,null,null,null,null,4
5067,20.16,4,0.2,6.552,CA-2017-142090,Standard Class,delivered,2018-04-11 23:03:00,2018-04-11 23:15,2018-04-13 00:32,2018-04-18 22:08,2018-04-30,SC-20380,Shahid Collister,Consumer,+1 216-740-6770,60423,Central,United States,frankfort,illinois,VEN03,Voyage Enterprises,OFF-LA-10003148,Avery 51,Blue,Office Supplies,Labels,2017-01-24,ELLIE SHOES,null,843000000000,null,0
7766,97.264,4,0.8,-243.16,US-2017-118941,Same Day,delivered,2017-05-19 22:46:00,2017-05-19 23:03,2017-05-26 11:15,2017-05-29 14:37,2017-06-01,BB-11545,Brenda Bowman,Corporate,+1 502-546-3967,90008,West,United States,los angeles,calfornia,VEN01,Velocity Logistics,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Blue,Office Supplies,Appliances,2017-01-17,null,7,826000000000,null,0
6632,396.802,7,0.3,-11.3372,CA-2016-105081,Standard Class,delivered,2017-10-23 19:42:00,2017-10-24 03:35,2017-10-26 13:27,2017-11-07 19:41,2017-11-23,JE-15715,Joe Elijah,Consumer,+1 582-333-8716,44312,East,United States,akron,ohio,VEN02,Seaborne Ltd.,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",Blue,Furniture,Chairs,2015-11-11,null,null,null,null,0
168,15.88,5,0.2,-3.7715,CA-2014-139892,Standard Class,delivered,2018-05-17 16:44:00,2018-05-18 13:55,2018-05-22 06:18,2018-06-04 18:11,2018-06-07,BM-11140,Becky Martin,Consumer,+1 505-633-4581,59405,West,United States,great falls,montana,VEN05,Seahawk Logistics,OFF-SU-10002189,Acme Rosewood Handle Letter Opener,Blue,Office Supplies,Supplies,2015-12-01,null,"Medium,Large,Small",null,null,0
6296,3.28,1,0.0,1.4104,CA-2014-141313,Standard Class,delivered,2017-05-08 12:20:00,2017-05-08 13:05,2017-05-12 15:27,2017-05-17 09:47,2017-05-26,AJ-10780,Anthony Jacobs,Corporate,+1 325-822-8117,42420,South,United States,henderson,kentucky,VEN03,Voyage Enterprises,OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Blue,Office Supplies,Art,2016-11-01,null,null,843000000000,null,2
1757,24.816,2,0.2,1.8612,CA-2015-135622,Second Class,delivered,2018-02-03 19:00:00,2018-02-06 05:31,2018-02-06 22:35,2018-02-17 14:52,2018-03-01,TT-21460,Tonja Turnell,Home Office,05033941688,44105,East,United States,cleveland,ohio,VEN03,Voyage Enterprises,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",Blue,Office Supplies,Storage,2016-01-02,null,1X,null,null,0
11,408.744,7,0.2,76.6395,CA-2014-115812,Standard Class,delivered,2018-06-07 22:36:00,2018-06-09 02:57,2018-06-12 14:53,2018-06-16 01:47,2018-07-03,BH-11710,Brosina Hoffman,Consumer,+1 623-745-3788,46226,Central,United States,lawrence,indiana,VEN02,Seaborne Ltd.,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Blue,Technology,Accessories,2017-01-12,Hoka One One,null,737000000000,null,0
3296,503.96,4,0.0,131.0296,CA-2017-113418,First Class,delivered,2017-10-07 16:40:00,2017-10-07 16:49,2017-10-10 16:38,2017-10-19 19:47,2017-11-03,CM-12655,Corinna Mitchell,Home Office,+1 205-964-9219,94109,West,United States,san francisco, california,VEN04,Johnsons Logistics,TEC-PH-10003273,AT&T TR1909W,Blue,Technology,Phones,2017-01-17,null,10W,843000000000,null,0
1251,149.95,5,0.0,41.986,CA-2017-115602,Standard Class,delivered,2018-03-27 09:08:00,2018-03-27 09:27,2018-03-27 19:03,2018-04-09 23:31,2018-04-18,DJ-13630,Doug Jacobs,Consumer,+1 202-280-7067,77095,Central,United States,houston,texas,VEN02,Seaborne Ltd.,TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),Blue,Technology,Phones,2016-11-02,Giani Bernini,6.5,636000000000,null,4
1712,29.0,2,0.0,7.25,CA-2017-123491,Standard Class,delivered,2018-03-29 17:40:00,2018-03-29 17:55,2018-04-04 16:42,2018-04-15 15:25,2018-04-20,JK-15205,Jamie Kunitz,Consumer,+1 312-761-1984,77070,Central,United States,houston,texas,VEN01,Velocity Logistics,TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,Blue,Technology,Accessories,2017-01-23,null,"10,8.5,7,6,7.5,9,8",870000000000,null,0
6176,7.16,2,0.0,3.4368,CA-2015-158421,Standard Class,delivered,2018-04-03 16:30:00,2018-04-03 17:15,2018-04-04 23:36,2018-04-10 23:05,2018-04-23,GB-14575,Giulietta Baptist,Consumer,+1 326-731-2128,2169,East,United States,quincy,masachusets,VEN03,Voyage Enterprises,OFF-BI-10001890,Avery Poly Binder Pockets,Blue,Office Supplies,Binders,2016-05-18,null,null,766000000000,null,5
